age,annual_income,employment_length_years,num_credit_accounts,credit_utilization,missed_payments_2yrs,loan_amount,debt_to_income_ratio,home_ownership,loan_purpose,creditworthy
39,32601.41,12,5,0.857,1,29073.02,0.547,OWN,debt_consolidation,0
45,66686.91,9,1,0.917,0,3668.11,0.432,MORTGAGE,debt_consolidation,0
55,57503.59,22,1,0.478,0,6254.72,0.148,RENT,car,1
41,59056.07,24,10,0.788,0,31772.6,0.586,RENT,other,0
58,97920.76,12,7,0.195,0,20201.76,0.576,RENT,debt_consolidation,1
44,27080.03,4,5,0.603,0,12400.01,0.174,RENT,home_improvement,0
32,54396.47,13,2,0.359,1,14502.13,0.426,MORTGAGE,car,0
31,61697.58,18,11,0.596,0,7740.32,0.417,MORTGAGE,car,0
35,38801.99,1,9,0.676,0,17489.33,0.052,MORTGAGE,credit_card,0
47,55623.19,2,8,0.347,0,16776.5,0.429,RENT,debt_consolidation,1
31,19801.11,32,2,0.216,1,15178.96,0.192,RENT,other,1
61,86017.94,1,1,0.322,0,4562.19,0.546,RENT,debt_consolidation,1
42,40004.48,14,1,0.664,0,17382.8,0.511,RENT,debt_consolidation,0
58,99690.8,26,0,0.677,2,10234.4,0.588,MORTGAGE,debt_consolidation,0
51,54285.56,11,14,0.741,1,6126.2,0.487,RENT,credit_card,1
35,77617.18,17,5,0.127,1,26400.68,0.161,OWN,debt_consolidation,0
31,53827.34,3,9,0.819,1,34527.49,0.268,MORTGAGE,credit_card,0
53,54323.64,27,14,0.688,0,32483.58,0.44,RENT,other,0
35,42151.35,22,14,0.031,0,20851.1,0.228,RENT,credit_card,0
31,57620.73,29,4,0.336,0,12609.73,0.441,RENT,other,0
61,61995.97,30,7,0.467,0,14366.8,0.235,RENT,other,1
42,37746.31,12,6,0.361,0,18650.42,0.148,OWN,car,1
23,52249.02,1,0,0.117,2,11217.77,0.375,MORTGAGE,home_improvement,0
42,41577.82,12,11,0.207,0,26869.29,0.427,MORTGAGE,car,1
41,105592.61,5,8,0.025,1,500.0,0.354,MORTGAGE,credit_card,0
59,53025.92,18,5,0.093,0,12338.47,0.403,OWN,debt_consolidation,1
52,88995.11,5,8,0.266,1,22209.64,0.311,OWN,other,0
29,50696.31,32,11,0.82,0,7393.56,0.478,RENT,credit_card,0
27,60704.33,21,0,0.527,1,12838.66,0.427,RENT,other,1
47,25929.99,8,9,0.424,0,20342.79,0.366,RENT,credit_card,1
23,45164.4,32,12,0.662,2,28664.42,0.329,RENT,debt_consolidation,0
35,59631.76,26,10,0.542,1,3354.56,0.365,MORTGAGE,car,1
27,89892.08,15,9,0.132,0,2687.33,0.078,RENT,home_improvement,1
21,59883.62,5,1,0.223,0,6485.73,0.417,MORTGAGE,credit_card,1
61,85441.85,12,11,0.223,0,1162.18,0.162,RENT,car,1
24,69096.04,20,11,0.6,0,1802.59,0.523,MORTGAGE,credit_card,1
21,90802.83,26,7,0.462,1,6246.05,0.517,RENT,debt_consolidation,0
62,53701.07,9,8,0.388,1,26101.44,0.36,RENT,home_improvement,0
29,107584.9,25,9,0.557,1,12191.31,0.536,MORTGAGE,debt_consolidation,0
56,44321.28,9,1,0.97,0,15282.38,0.419,RENT,credit_card,1
22,38137.84,8,3,0.314,2,6400.82,0.168,MORTGAGE,debt_consolidation,0
27,28378.84,15,11,0.52,0,20701.83,0.457,OWN,debt_consolidation,0
25,106282.54,5,14,0.48,1,31881.88,0.618,RENT,other,0
52,73027.85,14,4,0.717,0,7011.33,0.073,RENT,debt_consolidation,1
48,47649.34,12,6,0.73,1,30522.74,0.205,RENT,car,0
41,82478.5,9,13,0.729,0,18279.82,0.379,RENT,home_improvement,0
31,70129.23,27,2,0.202,2,15151.77,0.318,OWN,debt_consolidation,0
24,98254.8,11,3,0.449,0,18601.11,0.401,MORTGAGE,other,1
46,20947.68,24,0,0.811,0,18514.74,0.373,RENT,debt_consolidation,0
31,49162.08,25,3,0.382,1,31713.94,0.503,MORTGAGE,credit_card,0
46,44824.53,23,9,0.984,0,19681.99,0.089,OWN,car,0
51,12000.0,9,5,0.365,0,19869.96,0.292,RENT,car,1
58,78327.2,29,14,0.498,1,11206.5,0.543,RENT,debt_consolidation,0
42,49051.28,8,13,0.475,1,22551.69,0.27,MORTGAGE,car,0
21,71271.89,9,13,0.434,0,6388.38,0.327,MORTGAGE,other,1
33,106914.98,30,10,0.846,0,15981.04,0.062,RENT,credit_card,0
58,47228.64,11,10,0.155,0,40949.55,0.173,MORTGAGE,home_improvement,1
44,45734.63,24,7,0.568,0,500.0,0.305,RENT,credit_card,0
48,57610.61,1,14,0.619,0,17098.32,0.269,MORTGAGE,credit_card,0
41,76719.44,21,1,0.851,0,17444.61,0.443,MORTGAGE,credit_card,0
28,42532.31,30,10,0.609,0,12947.2,0.387,RENT,debt_consolidation,1
60,41118.84,24,2,0.96,0,13159.33,0.534,MORTGAGE,home_improvement,0
55,78258.16,20,5,0.872,0,15822.69,0.52,MORTGAGE,debt_consolidation,0
64,63330.07,29,3,0.349,0,12731.97,0.183,MORTGAGE,debt_consolidation,1
58,12000.0,10,9,0.86,0,16997.82,0.06,MORTGAGE,credit_card,0
33,28041.38,13,11,0.958,2,10611.5,0.56,MORTGAGE,debt_consolidation,0
32,88027.19,2,1,0.257,0,33201.54,0.231,RENT,credit_card,0
31,63842.42,24,9,0.61,2,12731.88,0.281,RENT,credit_card,0
61,38231.69,25,3,0.282,0,20126.5,0.137,MORTGAGE,debt_consolidation,1
45,51250.99,26,1,0.65,2,8978.68,0.471,MORTGAGE,debt_consolidation,0
40,55291.21,26,6,0.094,1,23398.29,0.224,RENT,debt_consolidation,1
63,71186.13,4,8,0.734,1,21601.21,0.167,OWN,credit_card,1
47,25118.21,23,3,0.42,0,18773.34,0.327,MORTGAGE,debt_consolidation,1
61,36499.12,26,5,0.587,1,5753.98,0.483,RENT,home_improvement,0
64,61005.03,7,14,0.026,0,8228.37,0.198,RENT,home_improvement,1
24,52803.64,16,5,0.695,0,30175.56,0.447,MORTGAGE,credit_card,1
36,67580.9,31,14,0.496,0,8128.74,0.304,RENT,debt_consolidation,1
53,27950.84,14,12,0.625,0,20768.12,0.272,OWN,debt_consolidation,0
56,62856.83,26,5,0.316,1,6497.96,0.268,MORTGAGE,debt_consolidation,0
27,79014.84,18,8,0.146,1,24075.45,0.15,RENT,debt_consolidation,1
35,65710.01,23,10,0.435,2,8822.42,0.273,RENT,other,1
45,58060.46,21,6,0.944,0,6331.31,0.534,RENT,debt_consolidation,0
56,52890.56,22,6,0.228,0,8588.92,0.106,MORTGAGE,debt_consolidation,1
25,36633.27,27,4,0.676,2,10015.78,0.617,RENT,car,0
47,53416.03,31,2,0.05,1,18642.06,0.129,MORTGAGE,other,1
34,82713.53,10,0,0.718,0,15624.45,0.249,MORTGAGE,credit_card,0
30,52381.37,32,5,0.238,1,5143.6,0.403,OWN,credit_card,1
43,35424.31,21,11,0.452,0,14748.48,0.511,RENT,debt_consolidation,1
39,44170.56,20,3,0.368,1,4708.49,0.149,RENT,car,1
48,59418.71,11,2,0.113,3,20792.02,0.188,MORTGAGE,credit_card,0
34,46782.69,14,4,0.346,0,22442.13,0.396,RENT,credit_card,0
57,65676.67,22,8,0.35,0,14784.47,0.211,RENT,debt_consolidation,0
24,66502.56,12,3,0.522,1,17444.88,0.424,OWN,credit_card,0
58,74557.63,10,3,0.972,1,30769.12,0.521,MORTGAGE,home_improvement,0
22,86318.31,28,1,0.47,0,13581.57,0.092,OWN,debt_consolidation,1
53,76908.89,14,4,0.914,2,6501.68,0.554,RENT,credit_card,0
36,34446.74,22,3,0.462,1,20212.76,0.091,MORTGAGE,debt_consolidation,0
37,35122.24,1,12,0.108,1,4806.12,0.564,MORTGAGE,car,0
21,53333.03,2,13,0.23,0,13104.88,0.587,MORTGAGE,debt_consolidation,0
51,45074.14,29,5,0.408,0,9609.09,0.417,RENT,other,0
28,29956.81,4,1,0.325,0,8683.62,0.591,MORTGAGE,credit_card,0
50,45282.78,27,1,0.866,1,12749.21,0.522,RENT,credit_card,0
52,44560.72,31,4,0.679,0,23099.02,0.074,MORTGAGE,credit_card,1
58,40219.35,16,6,0.578,0,24951.02,0.052,OWN,credit_card,1
52,48052.63,30,7,0.491,0,23335.85,0.061,MORTGAGE,debt_consolidation,1
34,80925.92,14,4,0.397,1,18027.19,0.319,RENT,credit_card,1
53,59383.24,33,5,0.612,2,12680.55,0.433,MORTGAGE,debt_consolidation,1
57,109379.8,8,4,0.125,1,500.0,0.335,MORTGAGE,debt_consolidation,1
34,58751.18,14,7,0.163,0,18308.95,0.422,RENT,car,1
26,48618.55,13,10,0.303,0,500.0,0.297,RENT,debt_consolidation,0
60,55090.92,27,0,0.171,0,500.0,0.073,MORTGAGE,car,1
27,60642.82,1,7,0.677,0,13544.99,0.174,MORTGAGE,car,0
47,64575.59,28,9,0.025,0,17381.2,0.596,OWN,home_improvement,0
31,100687.65,0,10,0.16,1,10940.24,0.26,RENT,debt_consolidation,1
26,36402.95,11,8,0.903,1,28819.78,0.249,RENT,credit_card,0
55,73899.01,20,7,0.998,1,19158.91,0.154,RENT,car,0
27,59570.51,5,10,0.488,0,12755.33,0.593,OWN,credit_card,1
50,20435.85,17,5,0.495,0,27476.79,0.177,MORTGAGE,debt_consolidation,0
51,71955.37,34,8,0.773,2,29086.02,0.446,OWN,debt_consolidation,0
23,82887.72,28,4,0.036,1,19613.03,0.093,MORTGAGE,credit_card,1
28,36142.12,1,6,0.427,1,8022.68,0.107,RENT,debt_consolidation,0
55,54803.45,20,1,0.1,1,10047.57,0.464,MORTGAGE,debt_consolidation,1
43,17042.21,20,5,0.401,0,1979.35,0.399,RENT,home_improvement,0
26,27306.26,2,2,0.984,0,14618.25,0.424,RENT,credit_card,0
64,78056.65,22,3,0.754,0,5549.63,0.177,RENT,debt_consolidation,0
32,44738.84,18,6,0.985,1,12038.33,0.612,RENT,other,0
21,30606.33,23,7,0.746,0,17345.4,0.357,RENT,debt_consolidation,0
61,60048.13,10,14,0.608,0,500.0,0.583,OWN,debt_consolidation,1
21,43506.93,8,0,0.754,2,3626.33,0.18,MORTGAGE,debt_consolidation,0
45,44641.92,25,13,0.659,0,10438.37,0.273,MORTGAGE,debt_consolidation,0
64,71265.17,25,4,0.464,1,14527.25,0.255,RENT,credit_card,1
46,29441.87,5,10,0.293,0,10554.98,0.465,MORTGAGE,debt_consolidation,1
46,35081.97,7,10,0.52,1,12565.34,0.481,RENT,car,0
38,58389.76,20,14,0.258,0,8644.32,0.318,RENT,car,1
26,76327.02,29,1,0.487,0,1955.4,0.059,RENT,debt_consolidation,0
46,82239.53,7,14,0.146,2,10187.24,0.186,RENT,car,1
60,40368.64,7,0,0.565,2,13081.48,0.118,OWN,credit_card,0
25,75622.29,28,13,0.245,0,12206.49,0.516,MORTGAGE,car,0
59,37748.87,24,9,0.294,0,16006.16,0.209,RENT,debt_consolidation,1
39,95176.61,31,7,0.499,1,18770.05,0.135,MORTGAGE,home_improvement,1
44,30057.04,27,5,0.163,0,21135.54,0.245,RENT,debt_consolidation,1
28,84226.53,33,1,0.962,0,9298.04,0.093,RENT,debt_consolidation,1
48,40557.31,6,12,0.447,1,817.83,0.608,MORTGAGE,car,0
29,99291.42,9,10,0.352,0,26444.37,0.223,MORTGAGE,debt_consolidation,1
33,68009.06,8,14,0.029,1,18469.01,0.583,MORTGAGE,credit_card,0
52,32647.64,1,10,0.843,0,6408.04,0.426,RENT,debt_consolidation,0
23,43510.75,27,14,0.626,0,17499.35,0.361,MORTGAGE,car,0
40,72185.99,23,13,0.416,0,24611.95,0.312,RENT,credit_card,1
47,78158.18,3,6,0.246,1,30562.59,0.448,RENT,debt_consolidation,1
26,53444.26,6,10,0.745,1,17255.49,0.447,RENT,home_improvement,0
33,55982.48,6,3,0.945,0,24537.04,0.056,RENT,debt_consolidation,0
36,71683.77,14,11,0.381,0,4113.58,0.549,RENT,debt_consolidation,1
50,57899.57,15,9,0.135,0,14676.88,0.252,RENT,home_improvement,1
63,26542.89,10,6,0.109,0,11984.89,0.244,MORTGAGE,other,0
57,37114.57,32,9,0.006,0,18083.13,0.274,RENT,car,1
29,60172.64,7,4,0.744,1,29500.75,0.447,RENT,debt_consolidation,0
21,81740.61,19,9,0.981,1,17249.0,0.277,OWN,debt_consolidation,0
23,90551.61,15,7,0.993,0,6560.78,0.256,OWN,car,0
47,72149.65,13,4,0.784,1,3629.05,0.105,RENT,debt_consolidation,0
27,61320.4,28,14,0.162,0,29812.02,0.279,RENT,home_improvement,0
31,71473.91,34,0,0.978,0,19624.14,0.132,RENT,credit_card,1
58,40331.48,0,11,0.328,0,19032.73,0.521,OWN,car,0
59,51628.92,16,3,0.334,1,11906.42,0.254,RENT,credit_card,1
57,36869.12,4,3,0.687,1,17410.76,0.598,RENT,other,0
32,27527.66,15,2,0.049,0,6117.36,0.426,MORTGAGE,credit_card,0
48,62338.08,21,1,0.826,0,18484.79,0.466,MORTGAGE,home_improvement,0
47,59081.29,14,1,0.997,0,4426.17,0.571,RENT,debt_consolidation,0
29,70128.35,10,12,0.775,2,11766.4,0.221,RENT,credit_card,0
45,67014.46,10,13,0.782,0,9213.96,0.362,RENT,debt_consolidation,0
44,60338.17,10,8,0.39,1,500.0,0.092,RENT,debt_consolidation,1
38,67245.57,11,0,0.066,0,11879.08,0.105,RENT,credit_card,1
54,54060.97,13,12,0.793,0,6910.2,0.252,MORTGAGE,debt_consolidation,0
50,64083.61,24,9,0.597,0,13106.49,0.425,MORTGAGE,other,1
44,39024.82,3,7,0.909,0,15015.51,0.507,MORTGAGE,car,0
52,63133.53,1,14,0.116,0,30911.39,0.191,MORTGAGE,home_improvement,0
54,69705.19,18,6,0.305,1,17742.38,0.482,MORTGAGE,credit_card,0
45,40267.01,23,5,0.361,2,18007.01,0.213,RENT,debt_consolidation,1
32,56140.31,9,11,0.683,0,19460.52,0.053,MORTGAGE,debt_consolidation,1
54,41280.74,7,7,0.788,0,22846.28,0.08,RENT,debt_consolidation,0
52,43416.85,21,10,0.961,1,19088.52,0.392,RENT,credit_card,0
64,30251.55,13,10,0.295,1,17535.42,0.343,RENT,car,1
27,82847.05,25,12,0.494,1,21401.22,0.219,MORTGAGE,debt_consolidation,1
39,78445.07,5,4,0.029,1,500.0,0.074,MORTGAGE,debt_consolidation,1
61,66823.54,4,1,0.253,1,33801.46,0.382,MORTGAGE,debt_consolidation,0
43,98388.31,19,7,0.374,1,29307.57,0.52,MORTGAGE,credit_card,0
62,50836.59,13,9,0.594,1,16954.22,0.108,MORTGAGE,debt_consolidation,0
21,121698.77,25,12,0.471,0,2282.94,0.455,RENT,credit_card,0
22,49994.35,17,4,0.364,1,25893.15,0.419,RENT,debt_consolidation,1
56,60614.25,12,11,0.624,1,8755.11,0.334,MORTGAGE,debt_consolidation,0
36,46248.89,5,12,0.829,1,19804.57,0.097,MORTGAGE,home_improvement,0
43,63191.16,5,12,0.242,0,3453.85,0.558,RENT,other,0
39,73383.53,26,12,0.343,0,35037.66,0.313,RENT,debt_consolidation,1
38,52493.84,7,14,0.705,1,2020.05,0.29,OWN,debt_consolidation,0
62,94087.84,17,9,0.778,0,15620.87,0.524,RENT,debt_consolidation,1
25,60261.28,28,5,0.825,0,500.0,0.515,OWN,car,0
54,60950.68,31,6,0.209,0,14629.0,0.45,MORTGAGE,credit_card,0
60,35002.05,9,11,0.539,1,11172.43,0.526,OWN,credit_card,0
49,64206.98,3,3,0.9,0,25234.65,0.118,RENT,credit_card,0
38,52051.4,27,9,0.392,2,11171.59,0.509,MORTGAGE,other,0
28,41618.73,24,8,0.43,1,25247.61,0.25,RENT,debt_consolidation,1
51,37917.56,11,9,0.985,1,5782.91,0.547,RENT,debt_consolidation,0
41,113778.79,20,6,0.113,0,12462.35,0.254,RENT,credit_card,1
27,49203.5,6,11,0.706,0,12642.79,0.08,RENT,credit_card,1
36,22946.32,24,1,0.85,1,19460.29,0.298,RENT,debt_consolidation,1
63,39639.13,25,11,0.151,0,18315.37,0.466,MORTGAGE,car,1
32,53865.51,10,12,0.714,1,21500.03,0.346,RENT,home_improvement,0
28,67026.67,16,13,0.47,1,17401.48,0.49,RENT,other,0
51,67205.52,11,13,0.853,0,20951.83,0.069,RENT,other,1
29,69885.52,1,5,0.907,0,6919.22,0.147,MORTGAGE,credit_card,0
61,40813.07,4,0,0.872,0,18499.19,0.36,RENT,car,0
58,62489.69,33,9,0.064,0,29473.85,0.262,MORTGAGE,home_improvement,1
64,35726.69,15,1,0.757,0,500.0,0.424,RENT,credit_card,0
61,41367.85,5,4,0.922,1,19401.07,0.599,MORTGAGE,home_improvement,0
31,34810.4,1,10,0.621,0,21091.02,0.413,MORTGAGE,other,1
30,28855.45,12,8,0.601,1,28150.68,0.3,MORTGAGE,car,1
36,78412.61,34,9,0.045,2,21534.42,0.388,MORTGAGE,home_improvement,1
41,70149.46,13,11,0.856,2,15902.84,0.592,OWN,debt_consolidation,0
59,76486.64,34,2,0.046,1,18870.66,0.44,RENT,car,1
53,55864.89,17,11,0.314,1,8384.66,0.512,RENT,credit_card,0
49,72089.77,26,8,0.926,0,11508.29,0.216,OWN,home_improvement,0
59,16251.63,27,6,0.95,1,2978.67,0.479,MORTGAGE,home_improvement,0
49,73987.93,0,6,0.992,4,28383.27,0.207,MORTGAGE,credit_card,1
37,58896.64,0,7,0.476,2,19051.42,0.502,RENT,debt_consolidation,0
39,68796.41,32,8,0.177,1,6754.99,0.555,RENT,home_improvement,0
43,63360.51,32,5,0.488,0,17442.21,0.545,OWN,debt_consolidation,1
24,33284.79,4,3,0.102,0,25434.13,0.114,MORTGAGE,debt_consolidation,0
53,22043.12,22,2,0.873,0,23935.13,0.506,RENT,debt_consolidation,1
49,39334.81,32,5,0.561,0,6651.25,0.11,RENT,home_improvement,1
53,67428.18,33,3,0.405,0,500.0,0.313,MORTGAGE,debt_consolidation,0
44,70182.01,10,7,0.08,1,18558.47,0.445,MORTGAGE,debt_consolidation,1
55,24905.27,28,13,0.405,3,7018.17,0.376,OWN,car,0
62,33415.81,22,1,0.866,0,20600.95,0.237,RENT,credit_card,0
46,39088.81,32,4,0.703,1,23552.43,0.446,RENT,car,0
40,47139.29,5,0,0.082,0,25022.7,0.413,RENT,credit_card,0
25,25034.88,21,14,0.16,0,30702.66,0.371,MORTGAGE,debt_consolidation,0
55,23714.86,0,10,0.392,1,26127.21,0.361,RENT,car,0
60,36919.62,12,3,0.101,0,30745.94,0.438,RENT,credit_card,0
51,56897.58,0,6,0.934,1,27411.54,0.292,RENT,other,0
59,29026.92,15,10,0.652,0,28195.96,0.088,RENT,debt_consolidation,1
58,52452.32,28,14,0.095,0,14632.19,0.346,MORTGAGE,car,1
56,78288.16,23,8,0.788,0,3396.06,0.448,RENT,credit_card,0
43,26360.85,11,4,0.368,1,37340.43,0.235,MORTGAGE,car,1
25,50458.19,14,10,0.245,0,15566.58,0.127,MORTGAGE,debt_consolidation,1
21,77544.65,12,10,0.57,0,26058.37,0.552,RENT,home_improvement,1
29,45798.1,25,9,0.013,2,10047.53,0.565,MORTGAGE,debt_consolidation,0
39,42379.27,9,0,0.465,1,23675.3,0.41,MORTGAGE,car,0
53,80596.91,3,10,0.844,0,500.0,0.483,MORTGAGE,debt_consolidation,0
41,48263.55,17,0,0.928,0,11306.01,0.583,MORTGAGE,credit_card,0
22,79298.89,29,13,0.343,0,14114.3,0.363,MORTGAGE,home_improvement,0
30,64437.24,16,13,0.642,0,19163.48,0.184,OWN,credit_card,0
64,47457.42,7,8,0.227,0,24648.22,0.401,MORTGAGE,car,0
64,65553.19,1,9,0.56,0,5152.71,0.553,RENT,home_improvement,0
37,62049.89,33,1,0.254,0,20939.71,0.43,MORTGAGE,debt_consolidation,0
56,77459.42,26,13,0.571,0,26040.0,0.064,MORTGAGE,car,0
52,42936.4,5,4,0.172,0,36113.2,0.554,RENT,credit_card,0
61,55906.53,2,3,0.941,0,21359.65,0.465,RENT,credit_card,0
60,53646.66,4,10,0.887,2,10864.45,0.311,MORTGAGE,debt_consolidation,0
48,70491.26,13,14,0.337,0,3554.12,0.593,RENT,credit_card,0
38,32446.06,28,7,0.777,0,31462.82,0.447,OWN,car,1
48,77373.5,5,7,0.096,0,21636.08,0.504,OWN,other,1
35,65259.23,28,8,0.74,0,14802.22,0.569,RENT,other,1
36,26027.65,0,4,0.282,0,500.0,0.072,RENT,home_improvement,0
47,81581.78,25,8,0.136,3,6619.34,0.536,OWN,debt_consolidation,0
46,104150.05,9,14,0.678,1,20681.88,0.282,RENT,credit_card,0
46,77040.35,33,5,0.47,2,18184.5,0.568,MORTGAGE,debt_consolidation,1
37,86393.66,16,11,0.53,1,500.0,0.553,RENT,home_improvement,1
39,56878.17,9,11,0.521,0,20693.51,0.506,RENT,debt_consolidation,0
21,18446.89,8,12,0.059,0,884.07,0.479,RENT,other,1
47,14429.35,28,10,0.051,0,27186.08,0.487,RENT,debt_consolidation,1
46,60611.8,14,13,0.601,0,16877.0,0.213,OWN,debt_consolidation,1
62,41976.47,12,10,0.624,0,10829.21,0.274,RENT,car,0
43,34879.32,25,14,0.047,0,23911.39,0.113,RENT,debt_consolidation,1
41,53619.57,18,10,0.378,0,18181.49,0.507,MORTGAGE,debt_consolidation,0
23,68542.88,23,12,0.613,1,26924.35,0.425,OWN,credit_card,1
29,23039.33,15,13,0.657,0,15724.28,0.387,RENT,other,1
35,45124.69,2,14,0.828,0,16249.37,0.185,MORTGAGE,debt_consolidation,1
37,88217.16,0,8,0.421,0,12432.75,0.388,RENT,credit_card,1
36,31343.66,1,10,0.548,1,17366.7,0.32,MORTGAGE,debt_consolidation,0
38,74134.75,20,14,0.579,0,30281.56,0.597,MORTGAGE,credit_card,0
54,44335.92,17,5,0.312,0,10475.12,0.525,OWN,debt_consolidation,0
26,67007.46,26,1,0.054,0,20831.6,0.339,MORTGAGE,credit_card,0
35,79141.21,31,13,0.004,3,7076.01,0.555,OWN,credit_card,0
28,71308.2,6,9,0.836,2,500.0,0.18,RENT,other,0
34,75001.51,33,6,0.2,0,16867.13,0.106,MORTGAGE,home_improvement,1
51,29664.94,32,10,0.63,0,18333.65,0.397,MORTGAGE,home_improvement,0
23,79500.51,21,0,0.577,0,14009.54,0.45,RENT,credit_card,0
35,36240.75,18,7,0.4,0,1536.14,0.079,OWN,debt_consolidation,1
22,60709.92,6,3,0.833,1,17738.71,0.181,MORTGAGE,debt_consolidation,0
63,60681.42,6,4,0.698,0,17396.82,0.345,OWN,credit_card,0
52,65672.7,0,14,0.023,1,7000.97,0.105,RENT,debt_consolidation,0
31,62413.05,22,8,0.777,3,2818.58,0.343,MORTGAGE,debt_consolidation,0
29,36436.18,15,2,0.507,0,12728.51,0.315,RENT,credit_card,1
25,25302.92,6,5,0.347,0,20876.36,0.557,OWN,debt_consolidation,0
41,74191.67,4,3,0.727,1,18749.89,0.244,RENT,debt_consolidation,0
54,59088.36,2,13,0.686,0,7072.47,0.143,MORTGAGE,credit_card,1
46,80286.29,22,4,0.311,1,16232.33,0.074,RENT,car,1
59,54015.88,23,5,0.983,0,22984.14,0.117,MORTGAGE,debt_consolidation,0
36,24086.38,22,5,0.649,0,4446.01,0.463,RENT,car,1
33,76254.85,3,2,0.606,0,15568.4,0.295,OWN,debt_consolidation,1
42,46851.85,1,11,0.07,1,27056.77,0.179,OWN,other,0
29,62524.08,3,8,0.279,0,3525.61,0.563,RENT,credit_card,1
63,40755.89,26,6,0.447,0,25399.74,0.483,MORTGAGE,credit_card,1
29,91174.64,25,5,0.631,1,29572.69,0.133,MORTGAGE,home_improvement,0
42,35715.57,10,10,0.513,0,13000.15,0.198,RENT,credit_card,1
43,47576.55,1,1,0.763,1,11912.92,0.537,RENT,credit_card,0
23,57363.87,11,13,0.263,1,24297.85,0.451,RENT,credit_card,0
41,30971.99,28,8,0.702,0,13324.83,0.57,RENT,other,0
41,62271.43,5,3,0.817,0,500.0,0.092,MORTGAGE,car,0
32,90462.03,27,8,0.765,1,14110.85,0.496,MORTGAGE,credit_card,0
26,44209.83,16,12,0.771,0,19233.64,0.092,RENT,car,0
22,63693.14,4,2,0.889,0,21660.75,0.235,OWN,debt_consolidation,0
21,12000.0,32,7,0.084,0,7074.34,0.463,RENT,credit_card,0
42,54143.56,18,8,0.697,2,12571.79,0.481,OWN,credit_card,0
24,48113.07,23,12,0.969,0,23792.17,0.051,MORTGAGE,debt_consolidation,1
63,36993.05,3,8,0.574,0,14460.01,0.161,MORTGAGE,other,0
31,78791.91,13,11,0.217,1,1241.36,0.498,MORTGAGE,car,1
49,47822.64,22,11,0.999,0,26138.74,0.119,RENT,other,1
50,51095.5,22,13,0.175,2,13073.0,0.27,OWN,home_improvement,0
42,46701.76,2,5,0.336,0,24820.97,0.151,MORTGAGE,credit_card,1
59,12830.05,21,10,0.172,2,2440.89,0.151,MORTGAGE,car,1
25,30096.3,33,3,0.465,0,13911.12,0.51,RENT,debt_consolidation,1
31,76144.06,27,12,0.419,0,19587.62,0.084,MORTGAGE,car,1
32,12000.0,7,14,0.491,0,14215.7,0.345,RENT,debt_consolidation,0
26,38141.06,31,4,0.928,0,4352.94,0.431,MORTGAGE,car,0
33,46206.16,23,8,0.478,1,500.0,0.102,MORTGAGE,home_improvement,0
34,93359.68,1,12,0.515,0,28709.39,0.398,RENT,debt_consolidation,0
54,71909.28,4,0,0.887,1,17232.34,0.254,RENT,debt_consolidation,0
34,42742.25,32,10,0.818,0,25501.21,0.508,RENT,credit_card,0
59,83699.3,7,12,0.24,1,23358.02,0.509,RENT,debt_consolidation,1
54,38708.65,3,13,0.013,1,20371.62,0.507,RENT,car,0
60,77200.2,15,2,0.629,0,12107.96,0.269,RENT,debt_consolidation,1
25,25104.7,18,11,0.845,1,19407.9,0.522,RENT,credit_card,0
64,78611.67,20,11,0.553,0,27892.83,0.396,MORTGAGE,debt_consolidation,1
48,46065.06,23,0,0.211,0,15747.1,0.258,MORTGAGE,debt_consolidation,1
64,32372.91,34,10,0.741,1,32115.31,0.114,RENT,debt_consolidation,0
36,50222.84,26,9,0.67,1,1505.2,0.107,RENT,car,0
62,61101.57,0,14,0.565,0,537.82,0.188,MORTGAGE,home_improvement,1
46,44115.53,3,0,0.863,0,23892.68,0.215,RENT,other,0
24,67186.98,0,14,0.784,0,7631.31,0.56,RENT,credit_card,0
39,42174.13,13,8,0.668,1,33390.03,0.62,MORTGAGE,debt_consolidation,0
27,68648.19,12,4,0.665,1,27036.07,0.149,OWN,debt_consolidation,0
62,64728.89,32,5,0.662,0,29288.14,0.569,RENT,credit_card,1
34,53659.69,12,11,0.525,1,22959.93,0.459,OWN,debt_consolidation,0
30,45289.59,1,14,0.464,0,6705.75,0.324,RENT,debt_consolidation,1
45,58333.9,30,4,0.71,1,500.0,0.595,RENT,home_improvement,0
39,67105.58,9,14,0.61,0,28457.65,0.443,RENT,debt_consolidation,0
25,100359.58,31,9,0.49,0,1503.89,0.377,MORTGAGE,credit_card,1
56,75667.25,27,2,0.127,0,29263.97,0.165,MORTGAGE,credit_card,1
58,76471.78,30,8,0.702,1,21026.53,0.204,MORTGAGE,home_improvement,1
53,122947.27,28,12,0.646,1,14313.73,0.571,OWN,credit_card,1
48,66351.09,5,0,0.342,1,18978.43,0.188,MORTGAGE,home_improvement,0
38,65662.16,21,1,0.356,0,19187.62,0.068,RENT,credit_card,1
44,70488.33,14,0,0.247,0,13178.31,0.196,MORTGAGE,debt_consolidation,1
43,32802.75,22,8,0.962,0,27831.19,0.314,RENT,debt_consolidation,1
28,45234.16,26,0,0.86,0,27522.61,0.26,MORTGAGE,debt_consolidation,1
24,43864.28,17,13,0.561,1,16400.93,0.585,OWN,credit_card,0
32,69247.51,10,1,0.402,0,9600.05,0.28,MORTGAGE,home_improvement,0
